종목코드,종목명,시장
475150,SK이터닉스,KOSPI
006040,동원산업,KOSPI
030610,교보증권,KOSPI
426030,TIME 미국나스닥100액티브,KOSPI
069620,대웅제약,KOSPI
012630,HDC,KOSPI
449450,PLUS K방산,KOSPI
004000,롯데정밀화학,KOSPI
006280,녹십자,KOSPI
073240,금호타이어,KOSPI
329200,TIGER 리츠부동산인프라,KOSPI
139260,TIGER 200 IT,KOSPI
032350,롯데관광개발,KOSPI
475630,TIGER CD1년금리액티브(합성),KOSPI
441640,KODEX 미국배당커버드콜액티브,KOSPI
477080,RISE CD금리액티브(합성),KOSPI
486290,TIGER 미국나스닥100타겟데일리커버드콜,KOSPI
294870,IPARK현대산업개발,KOSPI
001800,오리온홀딩스,KOSPI
472150,TIGER 배당커버드콜액티브,KOSPI
195870,해성디에스,KOSPI
051915,LG화학우,KOSPI
305540,TIGER 2차전지테마,KOSPI
446770,ACE 글로벌반도체TOP4 Plus,KOSPI
379780,RISE 미국S&P500,KOSPI
034230,파라다이스,KOSPI
020560,아시아나항공,KOSPI
368590,RISE 미국나스닥100,KOSPI
007310,오뚜기,KOSPI
003470,유안타증권,KOSPI
093370,후성,KOSPI
006340,대원전선,KOSPI
091230,TIGER 반도체,KOSPI
157450,TIGER 단기통안채,KOSPI
455850,SOL AI반도체소부장,KOSPI
281820,케이씨텍,KOSPI
001740,SK네트웍스,KOSPI
100090,SK오션플랜트,KOSPI
000210,DL,KOSPI
610063,메리츠 KIS CD금리투자 ETN,KOSPI
082640,동양생명,KOSPI
371460,TIGER 차이나전기차SOLACTIVE,KOSPI
144600,KODEX 은선물(H),KOSPI
003090,대웅,KOSPI
436140,SOL 종합채권(AA-이상)액티브,KOSPI
700026,하나 CD금리투자 ETN,KOSPI
457480,ACE 테슬라밸류체인액티브,KOSPI
181710,NHN,KOSPI
494890,KODEX 200액티브,KOSPI
003240,태광산업,KOSPI
192080,더블유게임즈,KOSPI
300720,한일시멘트,KOSPI
445290,KODEX 로봇액티브,KOSPI
530031,삼성 레버리지 WTI원유 선물 ETN,KOSPI
434730,HANARO 원자력iSelect,KOSPI
000670,영풍,KOSPI
415640,KB발해인프라,KOSPI
448330,KODEX 삼성전자채권혼합,KOSPI
102970,KODEX 증권,KOSPI
330590,롯데리츠,KOSPI
760013,키움 레버리지 반도체TOP10 ETN,KOSPI
089860,롯데렌탈,KOSPI
456040,OCI,KOSPI
000080,하이트진로,KOSPI
280360,롯데웰푸드,KOSPI
001510,SK증권,KOSPI
100840,SNT에너지,KOSPI
390390,KODEX 미국반도체,KOSPI
356540,ACE 종합채권(AA-이상)액티브,KOSPI
005690,파미셀,KOSPI
298050,HS효성첨단소재,KOSPI
465580,ACE 미국빅테크TOP7 Plus,KOSPI
185750,종근당,KOSPI
000815,삼성화재우,KOSPI
066575,LG전자우,KOSPI
006650,대한유화,KOSPI
497570,TIGER 미국필라델피아AI반도체나스닥,KOSPI
005300,롯데칠성,KOSPI
451540,TIGER 종합채권(AA-이상)액티브,KOSPI
009155,삼성전기우,KOSPI
006110,삼아알미늄,KOSPI
226490,KODEX 코스피,KOSPI
075580,세진중공업,KOSPI
248070,솔루엠,KOSPI
365550,ESR켄달스퀘어리츠,KOSPI
499790,GS피앤엘,KOSPI
090460,비에이치,KOSPI
002020,코오롱,KOSPI
469830,SOL 초단기채권액티브,KOSPI
700028,하나 레버리지 반도체 ETN,KOSPI
071055,한국금융지주우,KOSPI
009450,경동나비엔,KOSPI
462330,KODEX 2차전지산업레버리지,KOSPI
476550,TIGER 미국30년국채커버드콜액티브(H),KOSPI
192400,쿠쿠홀딩스,KOSPI
033240,자화전자,KOSPI
006120,SK디스커버리,KOSPI
057050,현대홈쇼핑,KOSPI
451800,한화리츠,KOSPI
438080,ACE 미국S&P500미국채혼합50액티브,KOSPI
108320,LX세미콘,KOSPI
484870,엠앤씨솔루션,KOSPI
466940,TIGER 은행고배당플러스TOP10,KOSPI
364980,TIGER 2차전지TOP10,KOSPI
441800,TIME Korea플러스배당액티브,KOSPI
079900,전진건설로봇,KOSPI
760009,키움 CD금리투자 ETN,KOSPI
237350,KODEX 코스피100,KOSPI
137310,에스디바이오센서,KOSPI
462010,TIGER 2차전지소재Fn,KOSPI
036530,SNT홀딩스,KOSPI
285130,SK케미칼,KOSPI
446720,SOL 미국배당다우존스,KOSPI
495050,RISE 코리아밸류업,KOSPI
479520,RISE KOFR금리액티브(합성),KOSPI
003160,디아이,KOSPI
475720,RISE 200위클리커버드콜,KOSPI
252670,KODEX 200선물인버스2X,KOSPI
009240,한샘,KOSPI
025540,한국단자,KOSPI
463250,TIGER K방산&우주,KOSPI
336370,솔루스첨단소재,KOSPI
479080,1Q 머니마켓액티브,KOSPI
064960,SNT모티브,KOSPI
371160,TIGER 차이나항셍테크,KOSPI
069660,KIWOOM 200,KOSPI
004490,세방전지,KOSPI
005090,SGC에너지,KOSPI
469150,ACE AI반도체TOP3+,KOSPI
449180,KODEX 미국S&P500(H),KOSPI
030190,NICE평가정보,KOSPI
481060,KODEX 미국30년국채타겟커버드콜(합성 H),KOSPI
071320,지역난방공사,KOSPI
114800,KODEX 인버스,KOSPI
138540,TIGER 현대차그룹플러스,KOSPI
178920,PI첨단소재,KOSPI
003030,세아제강지주,KOSPI
003620,KG모빌리티,KOSPI
402970,ACE 미국배당다우존스,KOSPI
494300,KODEX 미국나스닥100데일리커버드콜OTM,KOSPI
079160,CJ CGV,KOSPI
003850,보령,KOSPI
011930,신성이엔지,KOSPI
005880,대한해운,KOSPI
494670,TIGER 조선TOP10,KOSPI
495850,KODEX 코리아밸류업,KOSPI
214320,이노션,KOSPI
251600,PLUS 고배당주채권혼합,KOSPI
007700,F&F홀딩스,KOSPI
272580,TIGER 단기채권액티브,KOSPI
317450,명인제약,KOSPI
153130,KODEX 단기채권,KOSPI
014820,동원시스템즈,KOSPI
001270,부국증권,KOSPI
000370,한화손해보험,KOSPI
550082,N2 KIS CD금리투자 ETN,KOSPI
491010,TIGER 글로벌AI전력인프라액티브,KOSPI
217590,티엠씨,KOSPI
001500,현대차증권,KOSPI
444200,SOL 코리아메가테크액티브,KOSPI
010780,아이에스동서,KOSPI
498410,KODEX 금융고배당TOP10타겟위클리커버드콜,KOSPI
423920,TIGER 미국필라델피아반도체레버리지(합성),KOSPI
161000,애경케미칼,KOSPI
487340,ACE 머니마켓액티브,KOSPI
249420,일동제약,KOSPI
093050,LF,KOSPI
458760,TIGER 미국배당다우존스타겟커버드콜2호,KOSPI
471230,KODEX 국고채10년액티브,KOSPI
460860,동국제강,KOSPI
069260,TKG휴켐스,KOSPI
016380,KG스틸,KOSPI
438100,ACE 미국나스닥100미국채혼합50액티브,KOSPI
385560,RISE KIS국고채30년Enhanced,KOSPI
314250,KODEX 미국빅테크10(H),KOSPI
114090,GKL,KOSPI
001060,JW중외제약,KOSPI
002350,넥센타이어,KOSPI
017940,E1,KOSPI
001680,대상,KOSPI
293940,신한알파리츠,KOSPI
580058,KB KIS CD금리투자 ETN,KOSPI
005420,코스모화학,KOSPI
002840,미원상사,KOSPI
383800,LX홀딩스,KOSPI
001820,삼화콘덴서,KOSPI
015860,일진홀딩스,KOSPI
005180,빙그레,KOSPI
009900,명신산업,KOSPI
058650,세아홀딩스,KOSPI
455030,KODEX 미국달러SOFR금리액티브(합성),KOSPI
315960,RISE 대형고배당10TR,KOSPI
002240,고려제강,KOSPI
039130,하나투어,KOSPI
017900,광전자,KOSPI
456610,TIGER 미국달러SOFR금리액티브(합성),KOSPI
016610,DB증권,KOSPI
271940,일진하이솔루스,KOSPI
000640,동아쏘시오홀딩스,KOSPI
003280,흥아해운,KOSPI
000400,롯데손해보험,KOSPI
005250,녹십자홀딩스,KOSPI
010820,퍼스텍,KOSPI
001570,금양,KOSPI
005810,풍산홀딩스,KOSPI
453340,현대그린푸드,KOSPI
484790,KODEX 미국30년국채액티브(H),KOSPI
002960,한국쉘석유,KOSPI
293180,HANARO 200,KOSPI
473290,KODEX 26-12 회사채(AA-이상)액티브,KOSPI
006380,카프로,KOSPI
130660,한전산업,KOSPI
091180,KODEX 자동차,KOSPI
438330,TIGER 우량회사채액티브,KOSPI
008060,대덕,KOSPI
005389,현대차3우B,KOSPI
019170,신풍제약,KOSPI
471990,KODEX AI반도체핵심장비,KOSPI
008730,율촌화학,KOSPI
447770,TIGER 테슬라채권혼합Fn,KOSPI
295040,SOL 200TR,KOSPI
001200,유진투자증권,KOSPI
268280,미원에스씨,KOSPI
483280,KODEX 미국AI테크TOP10타겟커버드콜,KOSPI
434060,KODEX TDF2050액티브 적격,KOSPI
482730,TIGER 미국S&P500타겟데일리커버드콜,KOSPI
003545,대신증권우,KOSPI
490590,RISE 미국AI밸류체인데일리고정커버드콜,KOSPI
003000,부광약품,KOSPI
385510,KODEX 신재생에너지액티브,KOSPI
480260,TIGER 27-04회사채(A+이상)액티브,KOSPI
009410,태영건설,KOSPI
094800,맵스리얼티,KOSPI
449190,KODEX 미국나스닥100(H),KOSPI
020000,한섬,KOSPI
014830,유니드,KOSPI
114260,KODEX 국고채3년,KOSPI
001530,DI동일,KOSPI
452260,한화갤러리아,KOSPI
451000,PLUS 종합채권(AA-이상)액티브,KOSPI
442580,PLUS 글로벌HBM반도체,KOSPI
476800,KODEX 한국부동산리츠인프라,KOSPI
003300,한일홀딩스,KOSPI
361580,RISE 200TR,KOSPI
469070,RISE AI&로봇,KOSPI
458250,TIGER 미국30년국채스트립액티브(합성 H),KOSPI
462900,KoAct 바이오헬스케어액티브,KOSPI
284740,쿠쿠홈시스,KOSPI
329750,TIGER 미국달러단기채권액티브,KOSPI
448730,삼성FN리츠,KOSPI
000157,두산2우B,KOSPI
006405,삼성SDI우,KOSPI
005945,NH투자증권우,KOSPI
105840,우진,KOSPI
004690,삼천리,KOSPI
034310,NICE,KOSPI
251350,KODEX MSCI선진국,KOSPI
474220,TIGER 미국테크TOP10타겟커버드콜,KOSPI
489250,KODEX 미국배당다우존스,KOSPI
277630,TIGER 코스피,KOSPI
031430,신세계인터내셔날,KOSPI
496080,TIGER 코리아밸류업,KOSPI
092790,넥스틸,KOSPI
002030,아세아,KOSPI
520054,미래에셋 레버리지 코스피200 선물 ETN,KOSPI
377740,바이오노트,KOSPI
000070,삼양홀딩스,KOSPI
270810,RISE 코스닥150,KOSPI
448290,TIGER 미국S&P500(H),KOSPI
381970,케이카,KOSPI
365780,ACE 국고채10년,KOSPI
002710,TCC스틸,KOSPI
058430,포스코스틸리온,KOSPI
306200,세아제강,KOSPI
090435,아모레퍼시픽우,KOSPI
157500,TIGER 증권,KOSPI
016590,신대양제지,KOSPI
027410,BGF,KOSPI
950210,프레스티지바이오파마,KOSPI
433500,ACE 원자력TOP10,KOSPI
029530,신도리코,KOSPI
466950,TIGER 글로벌AI액티브,KOSPI
126720,수산인더스트리,KOSPI
145990,삼양사,KOSPI
015360,INVENI,KOSPI
241180,TIGER 일본니케이225,KOSPI
091170,KODEX 은행,KOSPI
367760,RISE 네트워크인프라,KOSPI
307520,TIGER 지주회사,KOSPI
006220,제주은행,KOSPI
025860,남해화학,KOSPI
403550,쏘카,KOSPI
192650,드림텍,KOSPI
148070,KIWOOM 국고채10년,KOSPI
010690,화신,KOSPI
385720,TIME 코스피액티브,KOSPI
003720,삼영,KOSPI
344820,KCC글라스,KOSPI
004700,조광피혁,KOSPI
072710,농심홀딩스,KOSPI
499660,TIGER CD금리플러스액티브(합성),KOSPI
105630,한세실업,KOSPI
357120,코람코라이프인프라리츠,KOSPI
145720,덴티움,KOSPI
132030,KODEX 골드선물(H),KOSPI
490490,SOL 미국배당미국채혼합50,KOSPI
089590,제주항공,KOSPI
029460,케이씨,KOSPI
139230,TIGER 200 중공업,KOSPI
123320,TIGER 레버리지,KOSPI
017810,풀무원,KOSPI
279530,KODEX 고배당주,KOSPI
243880,TIGER 200IT레버리지,KOSPI
183190,아세아시멘트,KOSPI
170900,동아에스티,KOSPI
009160,SIMPAC,KOSPI
194370,제이에스코퍼레이션,KOSPI
451060,1Q 200액티브,KOSPI
484880,SOL 금융지주플러스고배당,KOSPI
005610,삼립,KOSPI
417310,코람코더원리츠,KOSPI
001390,KG케미칼,KOSPI
012030,DB,KOSPI
084010,대한제강,KOSPI
011760,현대코퍼레이션,KOSPI
097520,엠씨넥스,KOSPI
009290,광동제약,KOSPI
016800,퍼시스,KOSPI
060980,HL홀딩스,KOSPI
200880,서연이화,KOSPI
418660,TIGER 미국나스닥100레버리지(합성),KOSPI
491620,RISE 미국테크100데일리고정커버드콜,KOSPI
017860,DS단석,KOSPI
034830,한국토지신탁,KOSPI
453810,KODEX 인도Nifty50,KOSPI
002810,삼영무역,KOSPI
091810,트리니티항공,KOSPI
290130,RISE ESG사회책임투자,KOSPI
018250,애경산업,KOSPI
477050,PLUS 머니마켓액티브,KOSPI
442320,RISE 글로벌원자력,KOSPI
005720,넥센,KOSPI
078520,에이블씨엔씨,KOSPI
092230,KPX홀딩스,KOSPI
026890,스틱인베스트먼트,KOSPI
453870,TIGER 인도니프티50,KOSPI
461490,RISE 글로벌자산배분액티브,KOSPI
092220,KEC,KOSPI
463050,TIME K바이오액티브,KOSPI
454780,KIWOOM 종합채권(AA-이상)액티브,KOSPI
104700,한국철강,KOSPI
011500,한농화성,KOSPI
001750,한양증권,KOSPI
001250,GS글로벌,KOSPI
001230,동국홀딩스,KOSPI
500029,신한 레버리지 은 선물 ETN(H),KOSPI
448300,TIGER 미국나스닥100(H),KOSPI
478150,TIME 글로벌우주테크&방산액티브,KOSPI
007690,국도화학,KOSPI
760011,키움 레버리지 2차전지산업 ETN,KOSPI
472170,TIGER 미국테크TOP10채권혼합,KOSPI
126560,현대퓨처넷,KOSPI
108670,LX하우시스,KOSPI
456880,ACE 미국달러SOFR금리(합성),KOSPI
001940,KISCO홀딩스,KOSPI
448630,RISE 삼성그룹Top3채권혼합,KOSPI
439870,KODEX 국고채30년액티브,KOSPI
472160,TIGER 미국테크TOP10 INDXX(H),KOSPI
475080,KODEX 테슬라커버드콜채권혼합액티브,KOSPI
441680,TIGER 미국나스닥100커버드콜(합성),KOSPI
002900,TYM,KOSPI
385550,RISE 단기채권알파액티브,KOSPI
473330,SOL 미국30년국채커버드콜(합성),KOSPI
435420,TIGER 미국나스닥100채권혼합50,KOSPI
004710,한솔테크닉스,KOSPI
310960,TIGER 200TR,KOSPI
272450,진에어,KOSPI
002310,아세아제지,KOSPI
495230,KoAct 코리아밸류업액티브,KOSPI
286940,롯데이노베이트,KOSPI
481190,SOL 미국테크TOP10,KOSPI
006805,미래에셋증권우,KOSPI
084690,대상홀딩스,KOSPI
005010,휴스틸,KOSPI
024720,콜마홀딩스,KOSPI
245710,ACE 베트남VN30(합성),KOSPI
570090,한투 KIS CD금리투자 ETN,KOSPI
439860,KODEX ESG종합채권(A-이상)액티브,KOSPI
213610,KODEX 삼성그룹밸류,KOSPI
011690,와이투솔루션,KOSPI
485540,KODEX 미국AI테크TOP10,KOSPI
394670,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),KOSPI
422420,RISE 2차전지액티브,KOSPI
000680,LS네트웍스,KOSPI
900140,엘브이엠씨홀딩스,KOSPI
033270,유나이티드제약,KOSPI
489030,PLUS 고배당주위클리커버드콜,KOSPI
004430,송원산업,KOSPI
412570,TIGER 2차전지TOP10레버리지,KOSPI
001340,PKC,KOSPI
273140,KODEX 단기변동금리부채권액티브,KOSPI
486450,SOL 미국AI전력인프라,KOSPI
017390,서울가스,KOSPI
474590,WON 반도체밸류체인액티브,KOSPI
363570,KODEX 장기종합채권(AA-이상)액티브,KOSPI
123890,한국자산신탁,KOSPI
005680,삼영전자,KOSPI
037270,YG PLUS,KOSPI
004360,세방,KOSPI
092200,디아이씨,KOSPI
001460,BYC,KOSPI
267770,TIGER 200선물레버리지,KOSPI
096760,JW홀딩스,KOSPI
472870,RISE 미국30년국채엔화노출(합성 H),KOSPI
426020,TIME 미국S&P500액티브,KOSPI
003520,영진약품,KOSPI
271050,KODEX WTI원유선물인버스(H),KOSPI
128820,대성산업,KOSPI
437080,KODEX 미국종합채권ESG액티브(H),KOSPI
053690,한미글로벌,KOSPI
117700,KODEX 건설,KOSPI
000490,대동,KOSPI
003920,남양유업,KOSPI
475560,더본코리아,KOSPI
421320,PLUS 우주항공&UAM,KOSPI
037710,광주신세계,KOSPI
433330,SOL 미국S&P500,KOSPI
088260,이리츠코크렙,KOSPI
002320,한진,KOSPI
461950,KODEX 2차전지핵심소재10,KOSPI
000320,노루홀딩스,KOSPI
003120,일성아이에스,KOSPI
003960,사조대림,KOSPI
034120,SBS,KOSPI
003200,일신방직,KOSPI
283580,KODEX 차이나CSI300,KOSPI
228790,TIGER 화장품,KOSPI
196230,RISE 단기통안채,KOSPI
009470,삼화전기,KOSPI
476760,ACE 미국30년국채액티브,KOSPI
364970,TIGER 바이오TOP10,KOSPI
457990,PLUS 태양광&ESS,KOSPI
432320,KB스타리츠,KOSPI
483320,ACE 엔비디아밸류체인액티브,KOSPI
334890,이지스밸류플러스리츠,KOSPI
241590,화승엔터프라이즈,KOSPI
458260,TIGER 미국투자등급회사채액티브(H),KOSPI
473460,KODEX 미국서학개미,KOSPI
466930,SOL 자동차TOP3플러스,KOSPI
493810,TIGER 미국AI빅테크10타겟데일리커버드콜,KOSPI
001780,알루코,KOSPI
332930,HANARO 200TR,KOSPI
003070,코오롱글로벌,KOSPI
388420,RISE 비메모리반도체액티브,KOSPI
030210,다올투자증권,KOSPI
488980,SOL 26-12 회사채(AA-이상)액티브,KOSPI
000050,경방,KOSPI
134380,미원화학,KOSPI
530134,삼성 블룸버그 인버스2X WTI원유선물 ETN B,KOSPI
244580,KODEX 바이오,KOSPI
491820,HANARO 전력설비투자,KOSPI
044450,KSS해운,KOSPI
000650,천일고속,KOSPI
404990,신한서부티엔디리츠,KOSPI
035510,신세계 I&C,KOSPI
570022,한투 레버리지S&P500선물 ETN(H),KOSPI
000540,흥국화재,KOSPI
004980,성신양회,KOSPI
396520,TIGER 차이나반도체FACTSET,KOSPI
005950,이수화학,KOSPI
226320,잇츠한불,KOSPI
377190,디앤디플랫폼리츠,KOSPI
000430,대원강업,KOSPI
007160,사조산업,KOSPI
409820,KODEX 미국나스닥100레버리지(합성 H),KOSPI
001130,대한제분,KOSPI
302450,RISE 코스피,KOSPI
004560,현대비앤지스틸,KOSPI
498270,KIWOOM 미국양자컴퓨팅,KOSPI
266160,RISE 고배당,KOSPI
136490,선진,KOSPI
233160,TIGER 코스닥150 레버리지,KOSPI
520098,미래에셋 레버리지 반도체 ETN,KOSPI
084680,이월드,KOSPI
472920,HK 종합채권(AA-이상)액티브,KOSPI
302190,TIGER 중장기국채,KOSPI
448540,ACE 엔비디아채권혼합,KOSPI
008350,남선알미늄,KOSPI
013890,지누스,KOSPI
329650,KODEX TRF3070,KOSPI
122900,아이마켓코리아,KOSPI
004310,현대약품,KOSPI
530104,삼성 레버리지 코스피200 선물 ETN,KOSPI
500069,신한 레버리지 코스피 200 선물 ETN,KOSPI
013580,계룡건설,KOSPI
033920,무학,KOSPI
530145,삼성 레버리지 천연가스 선물 ETN D,KOSPI
001790,대한제당,KOSPI
463290,1Q 단기금융채액티브,KOSPI
487570,HS효성,KOSPI
483340,ACE 구글밸류체인액티브,KOSPI
